2013-05-02 23:08:50	210915875	
2013-05-02 23:08:50	444149001	
2013-05-02 23:08:50	410076501	
2013-05-02 23:08:51	233343306	
2013-05-02 23:08:51	38710621	bulls,
2013-05-02 23:08:51	132144549	nbaplayoffs,
2013-05-02 23:08:52	362540752	bullsfam,bulls,
2013-05-02 23:08:52	1268828178	kiacommunityassist,
2013-05-02 23:08:52	270584802	
2013-05-02 23:08:53	347541671	
2013-05-02 23:08:53	74643784	pointnoah,
2013-05-02 23:08:53	614568509	bulls,
2013-05-02 23:08:55	114781327	
2013-05-02 23:08:55	756162528	seered,chicity,
2013-05-02 23:08:56	329303730	
2013-05-02 23:08:56	316237031	bulls,
2013-05-02 23:08:57	610979362	
2013-05-02 23:08:57	450128122	
2013-05-02 23:08:57	102128596	
2013-05-02 23:08:58	131677792	nets,bulls,
2013-05-02 23:08:58	200159534	
2013-05-02 23:08:58	277851715	
2013-05-02 23:08:58	623459263	
2013-05-02 23:08:59	298012402	nets,bulls,saturdaynightconcertdrama,
2013-05-02 23:08:59	253616414	
2013-05-02 23:09:00	1070656969	
2013-05-02 23:09:01	28150302	
2013-05-02 23:09:01	435948298	
2013-05-02 23:09:01	505454899	
2013-05-02 23:09:02	478262153	
2013-05-02 23:09:02	1210325682	
2013-05-02 23:09:02	770035050	bulls,
2013-05-02 23:09:03	610503548	
2013-05-02 23:09:03	471504718	
2013-05-02 23:09:04	109673775	
2013-05-02 23:09:04	72499058	warriors,nets,nbaplayoffs,ilovegambling,
2013-05-02 23:09:05	306566797	
2013-05-02 23:09:05	207807003	
2013-05-02 23:09:06	322858527	
2013-05-02 23:09:06	134243544	seered,
2013-05-02 23:09:06	908715726	
2013-05-02 23:09:06	867346016	
2013-05-02 23:09:07	324211024	
2013-05-02 23:09:07	750671630	bulls,
2013-05-02 23:09:08	132201285	
2013-05-02 23:09:08	149987767	
2013-05-02 23:09:09	358286069	
2013-05-02 23:09:09	1118228011	bulls,
2013-05-02 23:09:09	224430831	seered,bulls,bullsvsnets,game6,
2013-05-02 23:09:09	417489982	
2013-05-02 23:09:09	488651632	dabulls,
2013-05-02 23:09:10	499248356	
2013-05-02 23:09:11	270726710	bulls,
2013-05-02 23:09:12	410376070	
2013-05-02 23:09:12	412996543	
2013-05-02 23:09:13	16214427	
2013-05-02 23:09:13	1280960316	
2013-05-02 23:09:14	24858319	bulls,
2013-05-02 23:09:14	636437862	
2013-05-02 23:09:14	1214309664	
2013-05-02 23:09:15	1335859700	
2013-05-02 23:09:15	210274938	jussaying,
2013-05-02 23:09:15	192470634	bulls,
2013-05-02 23:09:15	599299298	seered,nbaplayoffs,dabulls,
2013-05-02 23:09:16	979666146	bulls,
2013-05-02 23:09:16	75841610	
2013-05-02 23:09:16	289180338	
2013-05-02 23:09:16	1239870865	
2013-05-02 23:09:17	1089594540	
2013-05-02 23:09:18	588663446	habs,
2013-05-02 23:09:18	383213887	
2013-05-02 23:09:18	34807106	
2013-05-02 23:09:19	1278045678	
2013-05-02 23:09:20	194768492	
2013-05-02 23:09:20	86158118	
2013-05-02 23:09:20	1342111166	
2013-05-02 23:09:20	599226091	brooklynwegohard,netsvbulls,
2013-05-02 23:09:20	71282326	bulls,stud,
2013-05-02 23:09:21	1308443635	
2013-05-02 23:09:21	31065027	nets,bulls,saturdaynightconcertdrama,
2013-05-02 23:09:21	319028751	strategery,wellplayed,
2013-05-02 23:09:22	251417297	
2013-05-02 23:09:22	75144563	
2013-05-02 23:09:23	890300498	
2013-05-02 23:09:23	1256474336	
2013-05-02 23:09:23	298249904	bullsnation,
2013-05-02 23:09:23	240315592	brooklynwegohard,netsvbulls,
2013-05-02 23:09:23	50006547	
2013-05-02 23:09:24	1110057199	seered,chicity,
2013-05-02 23:09:24	103376731	
2013-05-02 23:09:25	524967524	nhlplayoffs,community,brooklynnets,parksandrec,
2013-05-02 23:09:25	238414716	
2013-05-02 23:09:26	251417297	
2013-05-02 23:09:26	18107091	
2013-05-02 23:09:26	881775798	
2013-05-02 23:09:27	441064854	
2013-05-02 23:09:27	58400139	fml,
2013-05-02 23:09:27	306384942	seered,
2013-05-02 23:09:28	120123576	
2013-05-02 23:09:28	345193950	bulls,
2013-05-02 23:09:28	202323726	
2013-05-02 23:09:28	102176135	nbaplayoffs,
2013-05-02 23:09:28	58837500	
2013-05-02 23:09:29	261008435	
2013-05-02 23:09:29	20855746	
2013-05-02 23:09:29	605748924	
2013-05-02 23:09:30	197971736	
2013-05-02 23:09:30	65605882	nbaplayoff,
2013-05-02 23:09:30	497588670	bulls,staypositive,gobulls,
2013-05-02 23:09:30	19628688	
2013-05-02 23:09:31	189333010	
2013-05-02 23:09:31	247265288	
2013-05-02 23:09:31	1065602748	
2013-05-02 23:09:32	497305087	seered,
2013-05-02 23:09:32	857286384	
2013-05-02 23:09:33	496341443	
2013-05-02 23:09:33	49693609	
2013-05-02 23:09:34	874351050	
2013-05-02 23:09:34	1380662191	
2013-05-02 23:09:35	139485786	
2013-05-02 23:09:35	1282387788	
2013-05-02 23:09:36	183812599	
2013-05-02 23:09:37	24656325	
2013-05-02 23:09:37	155435902	bulls,
2013-05-02 23:09:37	585328924	
2013-05-02 23:09:37	402263557	what,
2013-05-02 23:09:37	412066554	bulls,
2013-05-02 23:09:37	103314110	seered,
2013-05-02 23:09:37	35672602	seered,
2013-05-02 23:09:38	399133370	
2013-05-02 23:09:38	984712219	
2013-05-02 23:09:39	537407856	bullsfam,bulls,
2013-05-02 23:09:39	37434191	
2013-05-02 23:09:39	240935151	
2013-05-02 23:09:39	331199718	
2013-05-02 23:09:40	951376789	whynow,game6,bulls,
2013-05-02 23:09:41	368284989	
2013-05-02 23:09:42	586782709	
2013-05-02 23:09:42	183040790	
2013-05-02 23:09:42	55036618	bulls,
2013-05-02 23:09:42	30136072	
2013-05-02 23:09:42	956498958	
2013-05-02 23:09:43	834659948	
2013-05-02 23:09:43	590453784	
2013-05-02 23:09:44	223752160	
2013-05-02 23:09:45	290872612	
2013-05-02 23:09:45	215565285	
2013-05-02 23:09:45	392108710	bulls,
2013-05-02 23:09:46	249001695	
2013-05-02 23:09:46	46562247	
2013-05-02 23:09:46	700005000	
2013-05-02 23:09:47	230748810	bulls,
2013-05-02 23:09:47	1310872992	
2013-05-02 23:09:49	46738858	
2013-05-02 23:09:49	340980269	bullsnation,
2013-05-02 23:09:50	376568306	sportnews,
2013-05-02 23:09:51	312263363	nets,bulls,denver,goldenstate,
2013-05-02 23:09:51	377641230	seered,
2013-05-02 23:09:51	60122390	
2013-05-02 23:09:52	103652993	
